Time,TIME_STAMP_s,TIME_STAMP_ms,OR_TIME_STAMP_s,OR_TIME_STAMP_ms,COUNTER_MEMS,INTERPOLATED_MEM,Q0,Q1,Q2,Q3,ACCX,ACCY,ACCZ,MAGX,MAGY
20625.0000,20.0000,626.8000,20.0000,846.0000,9.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2500,0.0703,-45.3333,-14.5000
20687.5000,20.0000,689.3000,20.0000,908.0000,10.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2578,0.0703,-45.1667,-15.1667
20750.0000,20.0000,751.8000,20.0000,971.0000,11.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2540,0.0663,-44.8333,-15.8333
20812.5000,20.0000,814.3000,21.0000,34.0000,12.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2540,0.0625,-44.6667,-16.3333
20875.0000,20.0000,876.8000,21.0000,96.0000,13.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2618,0.0742,-45.5000,-16.8333
20937.5000,20.0000,939.3000,21.0000,158.0000,14.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2578,0.0547,-46.3333,-17.3333
21000.0000,21.0000,1.8000,21.0000,221.0000,15.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2540,0.0663,-46.0000,-16.6667
21062.5000,21.0000,64.4000,21.0000,283.0000,0.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2500,0.0625,-46.6667,-17.1667
21125.0000,21.0000,126.9000,21.0000,346.0000,1.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2773,0.0703,-47.3333,-16.5000
21187.5000,21.0000,189.4000,21.0000,409.0000,2.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2618,0.0742,-46.8333,-17.0000
21250.0000,21.0000,251.9000,21.0000,471.0000,3.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2695,0.0703,-47.5000,-16.3333
21312.5000,21.0000,314.4000,21.0000,534.0000,4.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9258,0.2578,0.0663,-48.1667,-15.8333
21375.0000,21.0000,376.9000,21.0000,597.0000,5.0000,0.0000,0.7353,0.1797,0.2813,0.5898,0.9532,0.2578,0.0663,-48.6667,-16.3333
21437.5000,21.0000,439.4000,21.0000,659.0000,6.0000,0.0000,0.7353,0.1797,0.2813,0.5898,0.9337,0.2578,0.0782,-49.1667,-16.8333
21500.0000,21.0000,501.9000,21.0000,721.0000,7.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2540,0.0547,-48.5000,-17.3333
21562.5000,21.0000,564.4000,21.0000,784.0000,8.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2578,0.0587,-49.0000,-17.6667
21625.0000,21.0000,626.9000,21.0000,846.0000,9.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2540,0.0663,-48.3333,-18.0000
21687.5000,21.0000,689.4000,21.0000,909.0000,10.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2657,0.0742,-48.8333,-18.3333
21750.0000,21.0000,751.9000,21.0000,972.0000,11.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2618,0.0820,-49.3333,-18.6667
21812.5000,21.0000,814.4000,22.0000,34.0000,12.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2657,0.0587,-49.6667,-19.0000
21875.0000,21.0000,876.9000,22.0000,96.0000,13.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2618,0.0742,-49.0000,-19.1667
21937.5000,21.0000,939.4000,22.0000,159.0000,14.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2578,0.0703,-49.3333,-18.3333
22000.0000,22.0000,1.9000,22.0000,221.0000,15.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2462,0.0703,-48.6667,-18.6667
22062.5000,22.0000,64.4000,22.0000,284.0000,0.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2578,0.0625,-48.1667,-18.8333
22125.0000,22.0000,127.0000,22.0000,347.0000,1.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2578,0.0587,-47.6667,-18.0000
22187.5000,22.0000,189.5000,22.0000,409.0000,2.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2540,0.0820,-47.1667,-18.3333
22250.0000,22.0000,252.0000,22.0000,471.0000,3.0000,0.0000,0.7338,0.1797,0.2852,0.5898,0.9377,0.2500,0.0782,-46.6667,-18.6667
22312.5000,22.0000,314.5000,22.0000,534.0000,4.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2500,0.0703,-47.3333,-19.0000
22375.0000,22.0000,377.0000,22.0000,596.0000,5.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2657,0.0898,-48.0000,-19.1667
22437.5000,22.0000,439.5000,22.0000,659.0000,6.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2578,0.0663,-47.3333,-19.3333
22500.0000,22.0000,502.0000,22.0000,722.0000,7.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2657,0.0625,-47.0000,-19.6667
22562.5000,22.0000,564.5000,22.0000,784.0000,8.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2578,0.0663,-46.5000,-19.8333
22625.0000,22.0000,627.0000,22.0000,846.0000,9.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2578,0.0742,-47.1667,-18.8333
22687.5000,22.0000,689.5000,22.0000,909.0000,10.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2540,0.0820,-46.6667,-18.0000
22750.0000,22.0000,752.0000,22.0000,972.0000,11.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2500,0.0703,-47.3333,-17.3333
22812.5000,22.0000,814.5000,23.0000,34.0000,12.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2578,0.0663,-48.0000,-16.6667
22875.0000,22.0000,877.0000,23.0000,97.0000,13.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2540,0.0703,-48.5000,-17.1667
22937.5000,22.0000,939.5000,23.0000,159.0000,14.0000,0.0000,0.7378,0.1758,0.2852,0.5860,0.9298,0.2540,0.0782,-48.0000,-16.5000
23000.0000,23.0000,2.0000,23.0000,222.0000,15.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9298,0.2618,0.0782,-47.3333,-15.8333
23062.5000,23.0000,64.5000,23.0000,284.0000,0.0000,0.0000,0.7348,0.1758,0.2852,0.5898,0.9258,0.2422,0.0703,-47.0000,-15.3333
23125.0000,23.0000,127.0000,23.0000,347.0000,1.0000,0.0000,0.7378,0.1758,0.2852,0.5860,0.9415,0.2578,0.0742,-47.5000,-16.0000
23187.5000,23.0000,189.5000,23.0000,409.0000,2.0000,0.0000,0.7378,0.1758,0.2852,0.5860,0.9337,0.2540,0.0663,-47.0000,-16.5000
23250.0000,23.0000,252.1000,23.0000,472.0000,3.0000,0.0000,0.7378,0.1758,0.2852,0.5860,0.9377,0.2578,0.0782,-47.6667,-17.0000
23312.5000,23.0000,314.6000,23.0000,534.0000,4.0000,0.0000,0.7378,0.1758,0.2852,0.5860,0.9455,0.2578,0.0742,-48.3333,-16.3333
23375.0000,23.0000,377.1000,23.0000,597.0000,5.0000,0.0000,0.7378,0.1758,0.2852,0.5860,0.9415,0.2540,0.0742,-47.6667,-16.8333
23437.5000,23.0000,439.6000,23.0000,660.0000,6.0000,0.0000,0.7378,0.1758,0.2852,0.5860,0.9415,0.2618,0.0742,-48.3333,-17.3333
23500.0000,23.0000,502.1000,23.0000,722.0000,7.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9377,0.2618,0.0703,-48.8333,-16.6667
23562.5000,23.0000,564.6000,23.0000,784.0000,8.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2657,0.0663,-48.1667,-17.1667
23625.0000,23.0000,627.1000,23.0000,847.0000,9.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2462,0.0782,-47.6667,-16.5000
23687.5000,23.0000,689.6000,23.0000,909.0000,10.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2695,0.0625,-47.1667,-15.8333
23750.0000,23.0000,752.1000,23.0000,972.0000,11.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2462,0.0820,-46.6667,-16.5000
23812.5000,23.0000,814.6000,24.0000,35.0000,12.0000,1.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2500,0.0723,-47.0000,-16.6667
23875.0000,23.0000,877.1000,24.0000,97.0000,13.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2540,0.0625,-47.3333,-17.0000
23937.5000,23.0000,939.6000,24.0000,159.0000,14.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9532,0.2578,0.0703,-48.0000,-17.3333
24000.0000,24.0000,2.1000,24.0000,221.0000,15.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9258,0.2657,0.0820,-48.5000,-17.8333
24062.5000,24.0000,64.6000,24.0000,284.0000,0.0000,0.0000,0.7378,0.1758,0.2852,0.5860,0.9532,0.2657,0.0820,-47.8333,-17.0000
24125.0000,24.0000,127.1000,24.0000,346.0000,1.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2540,0.0820,-48.5000,-17.5000
24187.5000,24.0000,189.6000,24.0000,408.0000,2.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2618,0.0820,-47.8333,-17.8333
24250.0000,24.0000,252.1000,24.0000,470.0000,3.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2462,0.0782,-47.3333,-17.1667
24312.5000,24.0000,314.6000,24.0000,532.0000,4.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2578,0.0782,-46.8333,-16.5000
24375.0000,24.0000,377.2000,24.0000,594.0000,5.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2540,0.0782,-46.5000,-15.8333
24437.5000,24.0000,439.7000,24.0000,656.0000,6.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2618,0.0703,-47.1667,-16.5000
24500.0000,24.0000,502.2000,24.0000,718.0000,7.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2618,0.0703,-47.8333,-15.8333
24562.5000,24.0000,564.7000,24.0000,780.0000,8.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2462,0.0663,-47.3333,-16.5000
24625.0000,24.0000,627.2000,24.0000,842.0000,9.0000,0.0000,0.7338,0.1797,0.2852,0.5898,0.9455,0.2540,0.0703,-46.8333,-16.8333
24687.5000,24.0000,689.7000,24.0000,905.0000,10.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2540,0.0742,-47.5000,-16.3333
24750.0000,24.0000,752.2000,24.0000,967.0000,11.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2540,0.0782,-47.0000,-15.6667
24812.5000,24.0000,814.7000,25.0000,29.0000,12.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2578,0.0703,-47.6667,-16.3333
24875.0000,24.0000,877.2000,25.0000,91.0000,13.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2578,0.0625,-48.1667,-16.8333
24937.5000,24.0000,939.7000,25.0000,153.0000,14.0000,0.0000,0.7338,0.1797,0.2852,0.5898,0.9493,0.2500,0.0782,-48.6667,-17.1667
25000.0000,25.0000,2.2000,25.0000,215.0000,15.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2540,0.0860,-48.1667,-17.6667
25062.5000,25.0000,64.7000,25.0000,277.0000,0.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2462,0.0703,-47.5000,-17.0000
25125.0000,25.0000,127.2000,25.0000,339.0000,1.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2578,0.0663,-47.0000,-16.3333
25187.5000,25.0000,189.7000,25.0000,401.0000,2.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2462,0.0742,-47.6667,-16.8333
25250.0000,25.0000,252.2000,25.0000,463.0000,3.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2578,0.0782,-47.1667,-17.3333
25312.5000,25.0000,314.7000,25.0000,525.0000,4.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2422,0.0703,-46.6667,-16.6667
25375.0000,25.0000,377.2000,25.0000,587.0000,5.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2500,0.0703,-46.3333,-17.1667
25437.5000,25.0000,439.8000,25.0000,650.0000,6.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2618,0.0782,-47.0000,-16.5000
25500.0000,25.0000,502.3000,25.0000,712.0000,7.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2540,0.0625,-46.6667,-15.8333
25562.5000,25.0000,564.8000,25.0000,774.0000,8.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2500,0.0782,-47.3333,-15.3333
25625.0000,25.0000,627.3000,25.0000,836.0000,9.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2500,0.0663,-47.8333,-16.0000
25687.5000,25.0000,689.8000,25.0000,898.0000,10.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9610,0.2657,0.0625,-47.3333,-16.5000
25750.0000,25.0000,752.3000,25.0000,960.0000,11.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2540,0.0663,-46.8333,-17.0000
25812.5000,25.0000,814.8000,26.0000,22.0000,12.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2618,0.0625,-47.5000,-16.3333
25875.0000,25.0000,877.3000,26.0000,84.0000,13.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9220,0.2578,0.0703,-48.1667,-16.8333
25937.5000,25.0000,939.8000,26.0000,146.0000,14.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2500,0.0703,-47.5000,-16.1667
26000.0000,26.0000,2.3000,26.0000,208.0000,15.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2578,0.0742,-47.0000,-16.6667
26062.5000,26.0000,64.8000,26.0000,270.0000,0.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2618,0.0663,-46.6667,-16.1667
26125.0000,26.0000,127.3000,26.0000,332.0000,1.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2618,0.0663,-46.1667,-15.5000
26187.5000,26.0000,189.8000,26.0000,395.0000,2.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2462,0.0742,-47.0000,-15.1667
26250.0000,26.0000,252.3000,26.0000,457.0000,3.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2578,0.0742,-47.6667,-15.6667
26312.5000,26.0000,314.8000,26.0000,519.0000,4.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2578,0.0703,-47.1667,-15.1667
26375.0000,26.0000,377.3000,26.0000,581.0000,5.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9258,0.2540,0.0820,-46.6667,-15.8333
26437.5000,26.0000,439.8000,26.0000,643.0000,6.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2618,0.0742,-47.3333,-16.3333
26500.0000,26.0000,502.3000,26.0000,705.0000,7.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2462,0.0742,-46.8333,-15.8333
26562.5000,26.0000,564.9000,26.0000,767.0000,8.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2578,0.0782,-47.5000,-15.3333
26625.0000,26.0000,627.4000,26.0000,829.0000,9.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2657,0.0782,-47.0000,-15.8333
26687.5000,26.0000,689.9000,26.0000,891.0000,10.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2462,0.0625,-46.5000,-15.3333
26750.0000,26.0000,752.4000,26.0000,953.0000,11.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2657,0.0663,-47.3333,-16.0000
26812.5000,26.0000,814.9000,27.0000,15.0000,12.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2540,0.0587,-47.8333,-16.5000
26875.0000,26.0000,877.4000,27.0000,78.0000,13.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2695,0.0703,-47.3333,-16.0000
26937.5000,26.0000,939.9000,27.0000,140.0000,14.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2500,0.0742,-48.0000,-16.5000
27000.0000,27.0000,2.4000,27.0000,202.0000,15.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2578,0.0663,-48.5000,-15.8333
27062.5000,27.0000,64.9000,27.0000,264.0000,0.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2657,0.0663,-49.0000,-15.3333
27125.0000,27.0000,127.4000,27.0000,326.0000,1.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2500,0.0820,-48.3333,-14.8333
27187.5000,27.0000,189.9000,27.0000,388.0000,2.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2540,0.0663,-48.8333,-14.5000
27250.0000,27.0000,252.4000,27.0000,450.0000,3.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2462,0.0663,-49.3333,-14.1667
27312.5000,27.0000,314.9000,27.0000,512.0000,4.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2540,0.0663,-49.6667,-13.6667
27375.0000,27.0000,377.4000,27.0000,574.0000,5.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2618,0.0703,-49.0000,-14.5000
27437.5000,27.0000,439.9000,27.0000,636.0000,6.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9298,0.2578,0.0742,-48.3333,-15.1667
27500.0000,27.0000,502.4000,27.0000,698.0000,7.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2500,0.0820,-47.8333,-15.8333
27562.5000,27.0000,564.9000,27.0000,761.0000,8.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2578,0.0703,-48.3333,-15.3333
27625.0000,27.0000,627.4000,27.0000,823.0000,9.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2540,0.0703,-48.8333,-14.8333
27687.5000,27.0000,690.0000,27.0000,885.0000,10.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2695,0.0782,-49.3333,-14.3333
27750.0000,27.0000,752.5000,27.0000,947.0000,11.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2578,0.0742,-49.6667,-15.1667
27812.5000,27.0000,815.0000,28.0000,9.0000,12.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2657,0.0625,-50.0000,-14.6667
27875.0000,27.0000,877.5000,28.0000,71.0000,13.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2578,0.0625,-50.3333,-15.3333
27937.5000,27.0000,940.0000,28.0000,133.0000,14.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2618,0.0663,-49.6667,-16.0000
28000.0000,28.0000,2.5000,28.0000,195.0000,15.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2500,0.0547,-49.0000,-16.5000
28062.5000,28.0000,65.0000,28.0000,257.0000,0.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2540,0.0782,-48.3333,-17.0000
28125.0000,28.0000,127.5000,28.0000,319.0000,1.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2657,0.0625,-48.8333,-16.3333
28187.5000,28.0000,190.0000,28.0000,381.0000,2.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2540,0.0703,-49.3333,-15.8333
28250.0000,28.0000,252.5000,28.0000,443.0000,3.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2578,0.0898,-49.6667,-16.3333
28312.5000,28.0000,315.0000,28.0000,506.0000,4.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2618,0.0663,-49.0000,-16.8333
28375.0000,28.0000,377.5000,28.0000,568.0000,5.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2618,0.0860,-49.3333,-17.3333
28437.5000,28.0000,440.0000,28.0000,630.0000,6.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2578,0.0703,-49.8333,-17.6667
28500.0000,28.0000,502.5000,28.0000,692.0000,7.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2540,0.0703,-50.1667,-18.0000
28562.5000,28.0000,565.0000,28.0000,754.0000,8.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2540,0.0742,-49.3333,-17.3333
28625.0000,28.0000,627.5000,28.0000,816.0000,9.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2618,0.0782,-48.6667,-16.6667
28687.5000,28.0000,690.0000,28.0000,878.0000,10.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2540,0.0860,-48.1667,-16.0000
28750.0000,28.0000,752.6000,28.0000,940.0000,11.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2540,0.0663,-47.5000,-16.5000
28812.5000,28.0000,815.1000,29.0000,2.0000,12.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2618,0.0860,-47.0000,-17.0000
28875.0000,28.0000,877.6000,29.0000,64.0000,13.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2773,0.0703,-47.6667,-16.3333
28937.5000,28.0000,940.1000,29.0000,126.0000,14.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2540,0.0820,-47.1667,-16.8333
29000.0000,29.0000,2.6000,29.0000,188.0000,15.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2618,0.0625,-47.8333,-17.3333
29062.5000,29.0000,65.1000,29.0000,251.0000,0.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2695,0.0782,-48.3333,-17.6667
29125.0000,29.0000,127.6000,29.0000,313.0000,1.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2540,0.0742,-47.8333,-18.1667
29187.5000,29.0000,190.1000,29.0000,375.0000,2.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2657,0.0703,-48.3333,-17.3333
29250.0000,29.0000,252.6000,29.0000,437.0000,3.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2618,0.0587,-48.8333,-17.8333
29312.5000,29.0000,315.1000,29.0000,499.0000,4.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2618,0.0663,-48.1667,-18.1667
29375.0000,29.0000,377.6000,29.0000,561.0000,5.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2618,0.0703,-47.6667,-17.3333
29437.5000,29.0000,440.1000,29.0000,623.0000,6.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2500,0.0782,-47.1667,-16.6667
29500.0000,29.0000,502.6000,29.0000,685.0000,7.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9258,0.2578,0.0703,-47.8333,-17.1667
29562.5000,29.0000,565.1000,29.0000,747.0000,8.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2540,0.0742,-48.3333,-17.5000
29625.0000,29.0000,627.6000,29.0000,809.0000,9.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9572,0.2578,0.0820,-48.8333,-16.8333
29687.5000,29.0000,690.1000,29.0000,871.0000,10.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2578,0.0860,-48.1667,-17.3333
29750.0000,29.0000,752.6000,29.0000,934.0000,11.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2500,0.0547,-47.6667,-17.6667
29812.5000,29.0000,815.1000,29.0000,996.0000,12.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2618,0.0860,-47.1667,-17.0000
29875.0000,29.0000,877.7000,30.0000,58.0000,13.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2578,0.0587,-46.6667,-16.3333
29937.5000,29.0000,940.2000,30.0000,120.0000,14.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2462,0.0860,-46.3333,-15.8333
30000.0000,30.0000,2.7000,30.0000,182.0000,15.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9220,0.2578,0.0742,-46.0000,-16.3333
30062.5000,30.0000,65.2000,30.0000,244.0000,0.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2578,0.0820,-46.6667,-16.8333
30125.0000,30.0000,127.7000,30.0000,306.0000,1.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2695,0.0860,-47.3333,-16.1667
30187.5000,30.0000,190.2000,30.0000,368.0000,2.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2578,0.0742,-48.0000,-15.6667
30250.0000,30.0000,252.7000,30.0000,430.0000,3.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2500,0.0703,-47.5000,-16.3333
30312.5000,30.0000,315.2000,30.0000,492.0000,4.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2735,0.0742,-47.0000,-15.6667
30375.0000,30.0000,377.7000,30.0000,554.0000,5.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9258,0.2540,0.0742,-46.5000,-16.3333
30437.5000,30.0000,440.2000,30.0000,616.0000,6.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2500,0.0820,-46.1667,-15.6667
30500.0000,30.0000,502.7000,30.0000,679.0000,7.0000,1.0000,0.7370,0.1797,0.2852,0.5860,0.9318,0.2558,0.0782,-46.5000,-15.5000
30562.5000,30.0000,565.2000,30.0000,741.0000,8.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9298,0.2618,0.0742,-46.8333,-15.1667
30625.0000,30.0000,627.7000,30.0000,804.0000,9.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9377,0.2540,0.0820,-47.5000,-14.6667
30687.5000,30.0000,690.2000,30.0000,867.0000,10.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9337,0.2618,0.0782,-47.0000,-14.3333
30750.0000,30.0000,752.7000,30.0000,930.0000,11.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2578,0.0898,-46.5000,-14.0000
30812.5000,30.0000,815.2000,30.0000,993.0000,12.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9532,0.2540,0.0703,-47.3333,-13.6667
30875.0000,30.0000,877.7000,31.0000,56.0000,13.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9455,0.2618,0.0625,-47.8333,-14.3333
30937.5000,30.0000,940.2000,31.0000,118.0000,14.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2500,0.0782,-48.3333,-14.0000
31000.0000,31.0000,2.8000,31.0000,181.0000,15.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9415,0.2578,0.0742,-47.8333,-13.6667
