Time,TIME_STAMP_s,TIME_STAMP_ms,OR_TIME_STAMP_s,OR_TIME_STAMP_ms,COUNTER_MEMS,INTERPOLATED_MEM,Q0,Q1,Q2,Q3,ACCX,ACCY,ACCZ,MAGX,MAGY
10187.5000,10.0000,188.4000,10.0000,377.0000,2.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9298,0.2618,0.0703,-47.5000,-17.1667
10250.0000,10.0000,250.9000,10.0000,439.0000,3.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2578,0.0663,-47.0000,-17.6667
10312.5000,10.0000,313.4000,10.0000,502.0000,4.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2578,0.0663,-46.5000,-18.0000
10375.0000,10.0000,375.9000,10.0000,565.0000,5.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2578,0.0782,-47.1667,-18.3333
10437.5000,10.0000,438.4000,10.0000,627.0000,6.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2618,0.0663,-46.8333,-17.5000
10500.0000,10.0000,500.9000,10.0000,689.0000,7.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2462,0.0625,-47.5000,-18.0000
10562.5000,10.0000,563.4000,10.0000,752.0000,8.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9493,0.2578,0.0703,-47.0000,-17.1667
10625.0000,10.0000,625.9000,10.0000,815.0000,9.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2578,0.0742,-47.6667,-17.6667
10687.5000,10.0000,688.4000,10.0000,877.0000,10.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9532,0.2462,0.0663,-48.1667,-18.0000
10750.0000,10.0000,750.9000,10.0000,940.0000,11.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9298,0.2618,0.0663,-47.6667,-18.3333
10812.5000,10.0000,813.4000,11.0000,2.0000,12.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2657,0.0703,-47.1667,-17.5000
10875.0000,10.0000,875.9000,11.0000,64.0000,13.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2618,0.0663,-47.6667,-16.8333
10937.5000,10.0000,938.4000,11.0000,127.0000,14.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9377,0.2657,0.0703,-48.3333,-17.3333
11000.0000,11.0000,0.9000,11.0000,189.0000,15.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2540,0.0587,-48.8333,-17.6667
11062.5000,11.0000,63.5000,11.0000,252.0000,0.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2657,0.0742,-48.1667,-18.1667
11125.0000,11.0000,126.0000,11.0000,315.0000,1.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2540,0.0625,-48.6667,-18.3333
11187.5000,11.0000,188.5000,11.0000,377.0000,2.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2540,0.0898,-48.1667,-18.6667
11250.0000,11.0000,251.0000,11.0000,439.0000,3.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2657,0.0663,-48.6667,-19.0000
11312.5000,11.0000,313.5000,11.0000,502.0000,4.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9377,0.2618,0.0782,-48.0000,-18.1667
11375.0000,11.0000,376.0000,11.0000,564.0000,5.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2540,0.0547,-47.5000,-17.3333
11437.5000,11.0000,438.5000,11.0000,627.0000,6.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2735,0.0663,-48.0000,-17.8333
11500.0000,11.0000,501.0000,11.0000,690.0000,7.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2578,0.0547,-48.6667,-17.0000
11562.5000,11.0000,563.5000,11.0000,752.0000,8.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9377,0.2618,0.0587,-49.0000,-17.5000
11625.0000,11.0000,626.0000,11.0000,815.0000,9.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2618,0.0820,-49.5000,-16.8333
11687.5000,11.0000,688.5000,11.0000,877.0000,10.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9377,0.2618,0.0547,-49.8333,-17.3333
11750.0000,11.0000,751.0000,11.0000,940.0000,11.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9377,0.2618,0.0625,-50.1667,-17.6667
11812.5000,11.0000,813.5000,12.0000,2.0000,12.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9493,0.2618,0.0663,-49.5000,-17.0000
11875.0000,11.0000,876.0000,12.0000,65.0000,13.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9298,0.2578,0.0782,-49.8333,-17.3333
11937.5000,11.0000,938.5000,12.0000,127.0000,14.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9298,0.2618,0.0782,-50.1667,-16.6667
12000.0000,12.0000,1.0000,12.0000,190.0000,15.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2540,0.0703,-50.5000,-17.1667
12062.5000,12.0000,63.5000,12.0000,253.0000,0.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2735,0.0782,-50.8333,-16.5000
12125.0000,12.0000,126.0000,12.0000,315.0000,1.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9377,0.2657,0.0625,-51.0000,-17.0000
12187.5000,12.0000,188.6000,12.0000,377.0000,2.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9532,0.2657,0.0703,-50.1667,-17.5000
12250.0000,12.0000,251.1000,12.0000,440.0000,3.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2540,0.0625,-50.5000,-17.8333
12312.5000,12.0000,313.6000,12.0000,502.0000,4.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2578,0.0742,-49.6667,-18.1667
12375.0000,12.0000,376.1000,12.0000,565.0000,5.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2540,0.0663,-50.1667,-17.5000
12437.5000,12.0000,438.6000,12.0000,627.0000,6.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2422,0.0587,-50.5000,-17.8333
12500.0000,12.0000,501.1000,12.0000,689.0000,7.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2657,0.0625,-50.6667,-18.1667
12562.5000,12.0000,563.6000,12.0000,752.0000,8.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9493,0.2657,0.0663,-49.8333,-18.5000
12625.0000,12.0000,626.1000,12.0000,815.0000,9.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9377,0.2618,0.0742,-50.3333,-18.8333
12687.5000,12.0000,688.6000,12.0000,877.0000,10.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2657,0.0742,-49.5000,-18.0000
12750.0000,12.0000,751.1000,12.0000,940.0000,11.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2500,0.0742,-48.8333,-18.3333
12812.5000,12.0000,813.6000,13.0000,3.0000,12.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2618,0.0742,-48.1667,-18.6667
12875.0000,12.0000,876.1000,13.0000,65.0000,13.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2578,0.0703,-47.6667,-18.8333
12937.5000,12.0000,938.6000,13.0000,127.0000,14.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2578,0.0625,-48.1667,-18.0000
13000.0000,13.0000,1.1000,13.0000,190.0000,15.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9377,0.2618,0.0625,-48.6667,-18.3333
13062.5000,13.0000,63.6000,13.0000,252.0000,0.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2618,0.0742,-48.1667,-18.6667
13125.0000,13.0000,126.1000,13.0000,315.0000,1.0000,0.0000,0.7363,0.1758,0.2813,0.5898,0.9377,0.2540,0.0663,-48.6667,-17.8333
13187.5000,13.0000,188.6000,13.0000,377.0000,2.0000,0.0000,0.7363,0.1758,0.2813,0.5898,0.9455,0.2462,0.0782,-49.1667,-17.1667
13250.0000,13.0000,251.1000,13.0000,439.0000,3.0000,0.0000,0.7363,0.1758,0.2813,0.5898,0.9415,0.2540,0.0547,-48.5000,-17.5000
13312.5000,13.0000,313.7000,13.0000,502.0000,4.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9493,0.2500,0.0742,-49.0000,-18.0000
13375.0000,13.0000,376.2000,13.0000,565.0000,5.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9493,0.2540,0.0703,-48.3333,-18.3333
13437.5000,13.0000,438.7000,13.0000,627.0000,6.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9493,0.2578,0.0703,-48.8333,-18.6667
13500.0000,13.0000,501.2000,13.0000,690.0000,7.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2540,0.0663,-48.1667,-17.8333
13562.5000,13.0000,563.7000,13.0000,753.0000,8.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2500,0.0703,-48.6667,-17.1667
13625.0000,13.0000,626.2000,13.0000,815.0000,9.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2578,0.0703,-49.1667,-17.5000
13687.5000,13.0000,688.7000,13.0000,878.0000,10.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2657,0.0587,-48.5000,-16.8333
13750.0000,13.0000,751.2000,13.0000,940.0000,11.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2422,0.0663,-48.0000,-16.1667
13812.5000,13.0000,813.7000,14.0000,2.0000,12.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2500,0.0625,-48.5000,-16.6667
13875.0000,13.0000,876.2000,14.0000,65.0000,13.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9532,0.2578,0.0663,-47.8333,-16.1667
13937.5000,13.0000,938.7000,14.0000,128.0000,14.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9298,0.2657,0.0468,-48.5000,-16.6667
14000.0000,14.0000,1.2000,14.0000,190.0000,15.0000,1.0000,0.7388,0.1777,0.2813,0.5860,0.9337,0.2578,0.0567,-48.6667,-16.3333
14062.5000,14.0000,63.7000,14.0000,253.0000,0.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2500,0.0663,-49.0000,-16.0000
14125.0000,14.0000,126.2000,14.0000,315.0000,1.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2540,0.0703,-49.3333,-16.5000
14187.5000,14.0000,188.7000,14.0000,378.0000,2.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2618,0.0625,-48.6667,-17.0000
14250.0000,14.0000,251.2000,14.0000,441.0000,3.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2578,0.0782,-48.1667,-16.3333
14312.5000,14.0000,313.7000,14.0000,504.0000,4.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2540,0.0663,-47.5000,-16.8333
14375.0000,14.0000,376.3000,14.0000,567.0000,5.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9532,0.2540,0.0782,-48.1667,-17.3333
14437.5000,14.0000,438.8000,14.0000,630.0000,6.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2540,0.0782,-47.6667,-16.6667
14500.0000,14.0000,501.3000,14.0000,693.0000,7.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9572,0.2540,0.0587,-47.1667,-17.1667
14562.5000,14.0000,563.8000,14.0000,756.0000,8.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9493,0.2462,0.0782,-47.6667,-17.5000
14625.0000,14.0000,626.3000,14.0000,819.0000,9.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2578,0.0703,-47.1667,-16.8333
14687.5000,14.0000,688.8000,14.0000,882.0000,10.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2618,0.0663,-47.8333,-16.3333
14750.0000,14.0000,751.3000,14.0000,945.0000,11.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9415,0.2462,0.0742,-47.3333,-16.8333
14812.5000,14.0000,813.8000,15.0000,8.0000,12.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9455,0.2462,0.0587,-47.8333,-17.1667
14875.0000,14.0000,876.3000,15.0000,70.0000,13.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9572,0.2578,0.0625,-48.5000,-17.6667
14937.5000,14.0000,938.8000,15.0000,133.0000,14.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2695,0.0820,-49.0000,-18.0000
15000.0000,15.0000,1.3000,15.0000,196.0000,15.0000,0.0000,0.7393,0.1758,0.2813,0.5860,0.9337,0.2578,0.0742,-48.3333,-18.3333
15062.5000,15.0000,63.8000,15.0000,259.0000,0.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2578,0.0625,-47.6667,-18.6667
15125.0000,15.0000,126.3000,15.0000,322.0000,1.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2540,0.0663,-47.1667,-17.8333
15187.5000,15.0000,188.8000,15.0000,385.0000,2.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2540,0.0703,-47.8333,-18.1667
15250.0000,15.0000,251.3000,15.0000,448.0000,3.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2657,0.0587,-47.3333,-18.5000
15312.5000,15.0000,313.8000,15.0000,511.0000,4.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2657,0.0663,-46.8333,-17.6667
15375.0000,15.0000,376.3000,15.0000,574.0000,5.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2578,0.0663,-47.5000,-18.0000
15437.5000,15.0000,438.8000,15.0000,637.0000,6.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9258,0.2500,0.0547,-47.0000,-17.3333
15500.0000,15.0000,501.4000,15.0000,700.0000,7.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2500,0.0703,-46.6667,-16.6667
15562.5000,15.0000,563.9000,15.0000,763.0000,8.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2578,0.0663,-47.3333,-16.0000
15625.0000,15.0000,626.4000,15.0000,825.0000,9.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9220,0.2657,0.0663,-47.8333,-15.5000
15687.5000,15.0000,688.9000,15.0000,888.0000,10.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9532,0.2578,0.0703,-47.3333,-16.1667
15750.0000,15.0000,751.4000,15.0000,951.0000,11.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2618,0.0663,-48.0000,-16.6667
15812.5000,15.0000,813.9000,16.0000,14.0000,12.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2500,0.0663,-47.5000,-17.1667
15875.0000,15.0000,876.4000,16.0000,77.0000,13.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2540,0.0703,-48.0000,-17.5000
15937.5000,15.0000,938.9000,16.0000,140.0000,14.0000,0.0000,0.7370,0.1797,0.2852,0.5860,0.9493,0.2540,0.0587,-48.5000,-17.8333
16000.0000,16.0000,1.4000,16.0000,203.0000,15.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2500,0.0742,-49.0000,-18.1667
16062.5000,16.0000,63.9000,16.0000,266.0000,0.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2500,0.0625,-49.5000,-17.5000
16125.0000,16.0000,126.4000,16.0000,328.0000,1.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2422,0.0742,-49.8333,-16.8333
16187.5000,16.0000,188.9000,16.0000,391.0000,2.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2578,0.0703,-50.1667,-17.3333
16250.0000,16.0000,251.4000,16.0000,454.0000,3.0000,0.0000,0.7353,0.1797,0.2813,0.5898,0.9610,0.2500,0.0782,-50.5000,-17.6667
16312.5000,16.0000,313.9000,16.0000,516.0000,4.0000,0.0000,0.7353,0.1797,0.2813,0.5898,0.9025,0.2578,0.0663,-49.6667,-17.0000
16375.0000,16.0000,376.4000,16.0000,579.0000,5.0000,0.0000,0.7353,0.1797,0.2813,0.5898,0.9377,0.2462,0.0663,-49.0000,-17.3333
16437.5000,16.0000,438.9000,16.0000,641.0000,6.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2540,0.0663,-49.5000,-17.8333
16500.0000,16.0000,501.4000,16.0000,704.0000,7.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2618,0.0625,-49.8333,-17.1667
16562.5000,16.0000,563.9000,16.0000,767.0000,8.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2540,0.0703,-49.1667,-16.5000
16625.0000,16.0000,626.5000,16.0000,829.0000,9.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2657,0.0782,-48.5000,-17.0000
16687.5000,16.0000,689.0000,16.0000,892.0000,10.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2462,0.0860,-47.8333,-17.3333
16750.0000,16.0000,751.5000,16.0000,955.0000,11.0000,1.0000,0.7385,0.1797,0.2813,0.5860,0.9435,0.2480,0.0762,-48.1667,-17.5000
16812.5000,16.0000,814.0000,17.0000,18.0000,12.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2500,0.0663,-48.5000,-17.8333
16875.0000,16.0000,876.5000,17.0000,80.0000,13.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2540,0.0782,-49.0000,-18.1667
16937.5000,16.0000,939.0000,17.0000,143.0000,14.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2578,0.0468,-49.3333,-18.5000
17000.0000,17.0000,1.5000,17.0000,206.0000,15.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2578,0.0820,-48.6667,-17.6667
17062.5000,17.0000,64.0000,17.0000,269.0000,0.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2618,0.0742,-48.1667,-17.0000
17125.0000,17.0000,126.5000,17.0000,332.0000,1.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2618,0.0703,-48.6667,-17.3333
17187.5000,17.0000,189.0000,17.0000,395.0000,2.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2500,0.0663,-49.1667,-16.6667
17250.0000,17.0000,251.5000,17.0000,458.0000,3.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9298,0.2657,0.0587,-48.5000,-16.1667
17312.5000,17.0000,314.0000,17.0000,521.0000,4.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9572,0.2578,0.0703,-49.0000,-15.5000
17375.0000,17.0000,376.5000,17.0000,584.0000,5.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2540,0.0703,-49.3333,-15.1667
17437.5000,17.0000,439.0000,17.0000,647.0000,6.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2578,0.0742,-48.6667,-14.6667
17500.0000,17.0000,501.5000,17.0000,710.0000,7.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2422,0.0625,-49.1667,-14.1667
17562.5000,17.0000,564.0000,17.0000,773.0000,8.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2462,0.0587,-49.6667,-15.0000
17625.0000,17.0000,626.5000,17.0000,836.0000,9.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2500,0.0625,-48.8333,-15.6667
17687.5000,17.0000,689.1000,17.0000,898.0000,10.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2540,0.0703,-49.3333,-15.1667
17750.0000,17.0000,751.6000,17.0000,961.0000,11.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2578,0.0742,-49.6667,-14.6667
17812.5000,17.0000,814.1000,18.0000,24.0000,12.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2462,0.0860,-50.1667,-14.3333
17875.0000,17.0000,876.6000,18.0000,87.0000,13.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2578,0.0587,-49.3333,-13.8333
17937.5000,17.0000,939.1000,18.0000,150.0000,14.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2618,0.0703,-48.6667,-13.5000
18000.0000,18.0000,1.6000,18.0000,213.0000,15.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9258,0.2578,0.0663,-49.1667,-14.3333
18062.5000,18.0000,64.1000,18.0000,276.0000,0.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2500,0.0663,-49.5000,-15.0000
18125.0000,18.0000,126.6000,18.0000,339.0000,1.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2383,0.0742,-50.0000,-15.6667
18187.5000,18.0000,189.1000,18.0000,402.0000,2.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2462,0.0742,-49.1667,-16.1667
18250.0000,18.0000,251.6000,18.0000,465.0000,3.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2578,0.0898,-48.5000,-15.6667
18312.5000,18.0000,314.1000,18.0000,528.0000,4.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2657,0.0742,-49.0000,-15.1667
18375.0000,18.0000,376.6000,18.0000,591.0000,5.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2462,0.0742,-49.5000,-14.6667
18437.5000,18.0000,439.1000,18.0000,653.0000,6.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2500,0.0820,-48.8333,-14.3333
18500.0000,18.0000,501.6000,18.0000,716.0000,7.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2540,0.0820,-49.1667,-15.0000
18562.5000,18.0000,564.1000,18.0000,779.0000,8.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2500,0.0703,-49.6667,-15.6667
18625.0000,18.0000,626.6000,18.0000,842.0000,9.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2540,0.0742,-50.0000,-15.1667
18687.5000,18.0000,689.1000,18.0000,905.0000,10.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2540,0.0742,-49.3333,-14.6667
18750.0000,18.0000,751.6000,18.0000,968.0000,11.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9298,0.2422,0.0663,-48.6667,-15.3333
18812.5000,18.0000,814.2000,19.0000,31.0000,12.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9532,0.2462,0.0782,-48.0000,-14.8333
18875.0000,18.0000,876.7000,19.0000,94.0000,13.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2500,0.0820,-48.5000,-15.5000
18937.5000,18.0000,939.2000,19.0000,157.0000,14.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2500,0.0663,-48.0000,-16.1667
19000.0000,19.0000,1.7000,19.0000,220.0000,15.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2540,0.0703,-47.5000,-16.6667
19062.5000,19.0000,64.2000,19.0000,282.0000,0.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2500,0.0782,-48.0000,-16.0000
19125.0000,19.0000,126.7000,19.0000,345.0000,1.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9532,0.2618,0.0820,-47.5000,-16.5000
19187.5000,19.0000,189.2000,19.0000,407.0000,2.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2540,0.0898,-47.0000,-17.0000
19250.0000,19.0000,251.7000,19.0000,469.0000,3.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2618,0.0625,-47.6667,-17.5000
19312.5000,19.0000,314.2000,19.0000,532.0000,4.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2462,0.0782,-48.1667,-17.8333
19375.0000,19.0000,376.7000,19.0000,595.0000,5.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2578,0.0703,-47.6667,-18.1667
19437.5000,19.0000,439.2000,19.0000,657.0000,6.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2500,0.0860,-47.1667,-17.5000
19500.0000,19.0000,501.7000,19.0000,720.0000,7.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9572,0.2618,0.0663,-46.6667,-17.8333
19562.5000,19.0000,564.2000,19.0000,783.0000,8.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9493,0.2618,0.0587,-46.3333,-17.1667
19625.0000,19.0000,626.7000,19.0000,845.0000,9.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2618,0.0703,-46.0000,-17.5000
19687.5000,19.0000,689.2000,19.0000,908.0000,10.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9532,0.2578,0.0742,-46.6667,-16.8333
19750.0000,19.0000,751.7000,19.0000,971.0000,11.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9298,0.2500,0.0742,-46.3333,-16.1667
19812.5000,19.0000,814.2000,20.0000,33.0000,12.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2540,0.0547,-46.0000,-15.6667
19875.0000,19.0000,876.7000,20.0000,96.0000,13.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2540,0.0703,-46.6667,-16.1667
19937.5000,19.0000,939.3000,20.0000,158.0000,14.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9180,0.2540,0.0703,-47.3333,-16.8333
20000.0000,20.0000,1.8000,20.0000,221.0000,15.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9298,0.2540,0.0703,-46.8333,-16.1667
20062.5000,20.0000,64.3000,20.0000,284.0000,0.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2578,0.0703,-47.5000,-16.6667
20125.0000,20.0000,126.8000,20.0000,346.0000,1.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2462,0.0742,-47.0000,-16.0000
20187.5000,20.0000,189.3000,20.0000,408.0000,2.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9377,0.2462,0.0703,-46.6667,-15.5000
20250.0000,20.0000,251.8000,20.0000,471.0000,3.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2578,0.0663,-46.1667,-15.0000
20312.5000,20.0000,314.3000,20.0000,533.0000,4.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9455,0.2500,0.0703,-45.8333,-14.6667
20375.0000,20.0000,376.8000,20.0000,596.0000,5.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9572,0.2618,0.0703,-45.5000,-15.3333
20437.5000,20.0000,439.3000,20.0000,659.0000,6.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2540,0.0663,-45.1667,-14.8333
20500.0000,20.0000,501.8000,20.0000,721.0000,7.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9415,0.2500,0.0703,-46.0000,-15.5000
20562.5000,20.0000,564.3000,20.0000,784.0000,8.0000,0.0000,0.7385,0.1797,0.2813,0.5860,0.9337,0.2500,0.0703,-45.6667,-15.0000
